FIPS_final,Name_final,group,superclus2,sample,count,unemployed,lastworked_pastyr,male,age25,agemed,age75,a2534,a3544,a4554,a5564,whiteNH,blackNH,latino,asianNH,otherNH,insch,lths,hs,sc,aa,baplus,dis,fb,lep,married,children,nospouse_kids,snap,fincpadj
24510a,"Baltimore, MD",5,6,129,4128.637407923434,.36079395,.299481,.49297595,42,52,59,0,.30647504,.26595342,.42757151,.55809081,.38925865,.0052478975,.041445963,.0059566936,0,0,0,0,0,1,.16785266,.1653562,.083117113,.41416532,.14571935,.055809755,.22251648,65401.93339133573
24510a,"Baltimore, MD",6,7,83,2808.617076926119,.33331007,.47109824,.29943079,26,28,31,.9752211,.024778925,0,0,.47799173,.23641984,.015279915,.18515299,.085155517,.040758919,0,0,0,0,1,.04983376,.23085786,.099423327,.34503451,.24223608,.1344545,.16088662,45457.38559999999
25005c,"Bristol County, MA",ALL,,960,36296.94837500781,.41986424,.33078605,.4293493,33,45,55,.28270906,.21498542,.25103506,.25127044,.80810678,.01752745,.091296941,.021158583,.061910272,.019018425,.19247727,.386011,.2037764,.073815748,.14391959,.19966501,.17595531,.12878627,.42432553,.27757508,.13279867,.28182012,49712.7576
25005c,"Bristol County, MA",1,5,264,10075.74789957313,.46210152,.33853346,.38600996,32,42,53,.31616887,.23738548,.21295846,.2334872,.83577049,.012538949,.10294401,.0038524463,.044894099,.060742568,0,0,.73408562,.26591441,0,.16865426,.088408217,.076879233,.41492325,.29220489,.15723427,.31781423,41596.42543115537
25005c,"Bristol County, MA",2,1,208,8440.598830352452,.40828109,.18829866,.48007497,38,45,50,.057653703,.42102215,.50068575,.020638416,.8019563,.010213031,.11551936,.031706516,.040604826,0,.32890409,.67109591,0,0,0,.24220391,.22493324,.15921478,.42062011,.40450779,.18798409,.35921374,36346.39115343674
25005c,"Bristol County, MA",3,3,126,5465.551544577545,.40555421,.30858457,.50472194,27,30,32,1,0,0,0,.73475325,.050100826,.10636655,.025220186,.083559185,0,.33042419,.66957581,0,0,0,.27166569,.18022731,.15483725,.20048645,.3790746,.21825117,.41422969,38870.44609464763
25005c,"Bristol County, MA",4,2,196,7091.208031334867,.36358175,.45352405,.42545569,53,58,60,0,.10786599,.16782099,.72431302,.7531541,.018413492,.075552158,.024669085,.12821117,0,.33904511,.66095489,0,0,0,.21643606,.28314784,.22102916,.51740324,0,0,.20512009,61177.23039999999
25005c,"Bristol County, MA",5,7,34,1123.655112510643,.47969547,.48883459,.37620714,27,29,31,1,0,0,0,.82908601,.017128939,.035438053,.068912424,.049434595,.024622027,0,0,0,0,1,.076694109,.19398379,.071804225,.33995473,.28502285,0,.079104036,73893.28319999999
25005c,"Bristol County, MA",6,6,132,4100.186956659183,.43993396,.37907866,.35225329,44,51,58,0,.26654857,.37801945,.35543197,.93985826,0,.035262208,.017400216,.0074793338,.01234512,0,0,0,0,1,.097018257,.094243996,.015059472,.61558139,.32304329,.11130524,.0457507,84106.17599999999
25009c,"Essex County, MA",ALL,,1236,44337.14400100936,.3653731,.32225963,.39270911,35,47,56,.24245597,.18844046,.2597338,.30936977,.63971376,.032316282,.2668218,.0359882,.02515997,.015612496,.17919022,.31818789,.17839503,.070661664,.25356519,.16242212,.29482463,.23786601,.49471667,.27915856,.11797205,.27999964,52500.3427771864
25009c,"Essex County, MA",1,4,227,8185.665621621734,.37547594,.35111538,.38370878,45,52,59,0,.23258117,.38737464,.38004419,.77685791,.046446037,.13051495,.018125931,.028055197,.022347432,0,0,.69394004,.30605996,0,.23177591,.14751025,.10623475,.53165215,.26423118,.13724941,.24374869,60071.36828733973
25009c,"Essex County, MA",2,5,79,2856.79689628382,.58007711,.56798166,.51049542,27,30,32,1,0,0,0,.56883007,.01858392,.40635732,0,.006228684,.10056315,0,0,.78030217,.2196978,0,.06417831,.29389644,.16637585,.29021281,.35505307,.2391572,.30775037,53818.20537688286
25009c,"Essex County, MA",3,6,297,9419.470151549866,.33504137,.29327631,.35480973,48,55,59,.013945393,.15596387,.30271587,.52737486,.90080005,.0070722112,.037061729,.049109649,.005956382,0,0,0,0,0,1,.10289143,.13411635,.065433599,.63580424,.20274097,.034569938,.069342136,87134.23727685797
25009c,"Essex County, MA",4,7,45,1822.886387121565,.50857717,.60125279,.30544212,27,29,31,1,0,0,0,.58964908,.028415132,.13866736,.039266411,.20400204,.043886442,0,0,0,0,1,.14949143,.25852787,.045627575,.41430151,.21583715,.15398318,.14972983,59675.33439999999
25009c,"Essex County, MA",5,3,202,8172.382211401602,.42249274,.39517978,.4287667,27,31,36,.72668701,.16644002,.10687299,0,.37227607,.033982392,.53222561,.030582346,.030933613,.010178174,.3896341,.61036593,0,0,0,.1413537,.42646888,.37959298,.3683233,.53922486,.26188338,.45180652,31298.28127101497
25009c,"Essex County, MA",6,1,247,8641.805793265694,.36319682,.31281286,.4556292,47,54,57,0,.1706475,.35291919,.47643331,.85474032,.031407535,.10503475,.0088173766,0,.0068060383,.17207797,.82792205,0,0,0,.19828421,.15555456,.065235421,.51679987,.11037555,.022325873,.2697995,70693.73079343446
25009c,"Essex County, MA",7,1,139,5238.136939765013,.15167196,0,.28099614,39,47,56,0,.40989172,.29977205,.29033622,.074481696,.063377596,.71433163,.1120527,.035756387,0,.62493199,.37506801,0,0,0,.19287966,.85154295,.92321771,.48356733,.29325625,.09247008,.49444339,28035.392
25025a,"Boston, MA",ALL,,1251,45910.96885894208,.37223107,.28500843,.4344984,33,43,53,.28628203,.24000938,.24480714,.22890146,.3330543,.27444988,.24023829,.12195572,.030301785,.020243524,.21667689,.32606927,.16278876,.048329923,.24613515,.18690291,.4630689,.31817901,.36814436,.24791139,.1272555,.39331868,39750.1808
25025a,"Boston, MA",1,1,452,17104.96828996977,.29468575,.12600848,.44861084,42,50,57,0,.32944161,.33454096,.33601743,.22872119,.30802661,.26404735,.1690542,.030150637,.0072327415,.41501689,.58498311,0,0,0,.2612153,.55343282,.45053229,.42557234,.24040587,.11526084,.50837666,30738.8048
25025a,"Boston, MA",2,3,182,7813.034191165169,.48761222,.45066392,.3873347,28,30,34,.7999258,.10873504,.091339126,0,.12840031,.29307607,.43260333,.11429032,.031629957,.026758887,.36464646,.63535357,0,0,0,.14199381,.49953091,.37713581,.23497091,.42654374,.29342538,.45269462,27985.46679597909
25025a,"Boston, MA",3,7,184,6451.687021932279,.33603364,.42475554,.37474176,27,32,42,.56514591,.22854882,.20630524,0,.4241581,.17575181,.16751324,.18056697,.052009899,.013162174,0,0,0,0,1,.056710802,.51985663,.27831528,.42564887,.27536476,.062231977,.10949747,64581.84645225943
25025a,"Boston, MA",4,6,169,4848.6158098957,.32437396,.33521649,.47440282,50,56,60,0,.14531839,.23003331,.62464827,.83808339,.12044048,.011687471,.026763747,.0030249183,0,0,0,0,0,1,.14294241,.19697268,.026240837,.50522375,.011836915,0,.10754012,114144.096
25025a,"Boston, MA",5,4,178,6445.17098786842,.38036823,.26134932,.39987475,42,48,56,0,.36543727,.365704,.26885873,.40899566,.35125035,.15335311,.057125483,.029275395,.029343013,0,0,.74967194,.25032806,0,.20846625,.42341065,.22891563,.31890285,.22137067,.093860365,.47372061,30288.65929453062
25025a,"Boston, MA",6,5,86,3247.492558110734,.63029581,.41829887,.6014899,26,30,31,1,0,0,0,.28922471,.32638326,.31018037,.046673629,.027538015,.099331066,0,0,.81355882,.1864412,0,.18502204,.26256821,.17144205,.16488244,.20827916,.17610519,.47540733,42029.45562766089
25027c,"Worcester County, MA",ALL,,1359,46614.18577408033,.38758272,.30232197,.42682105,35,47,55,.23467198,.19910239,.29006886,.27615678,.72161478,.059822105,.13688844,.064351797,.017322898,.012525437,.15722449,.35909483,.18613088,.077247292,.22030249,.18592218,.20527342,.15428396,.49216357,.24789709,.083892196,.27683377,49963.0736
25027c,"Worcester County, MA",1,5,241,8489.580460905971,.4939639,.34102714,.42064923,30,38,49,.40448716,.23938629,.35612655,0,.79659003,.045159064,.11505356,.026431499,.016765838,.040564355,0,0,.70914656,.29085344,0,.19273041,.11267987,.092119105,.43258604,.32035667,.092563711,.26538956,46129.89032304245
25027c,"Worcester County, MA",2,4,130,3787.578645308607,.29424387,.28077731,.3662127,55,58,61,0,.08576531,.06766846,.8465662,.74532086,.10203728,.1089134,.038528126,.0052003288,.0057204533,0,0,.701235,.298765,0,.13942142,.18292204,.13730538,.55801201,.029022329,.0058569335,.16422714,70673.53835390478
25027c,"Worcester County, MA",3,1,331,12853.58424003075,.38965544,.2944659,.46765196,41,46,51,0,.41765648,.57189995,.010443565,.61924267,.080803312,.20199019,.064072266,.033891544,.010155312,.31712419,.68287581,0,0,0,.22761105,.24934143,.20072755,.43046635,.32954666,.12992591,.39627939,30753.26021536163
25027c,"Worcester County, MA",4,2,176,5728.166499102728,.19268242,.17882571,.37362611,57,59,61,0,0,0,1,.77396834,.051421419,.085262723,.066370748,.022976751,0,.32072705,.67927295,0,0,0,.24284011,.22873728,.21694349,.63052523,.010049514,.0052954699,.19168045,50481.09882421769
25027c,"Worcester County, MA",5,3,133,5486.054316094011,.43376273,.28571951,.47425175,27,29,32,.98156059,0,.018439416,0,.66293675,.068891801,.21415107,.048596989,.005423421,.003724518,.2580235,.7419765,0,0,0,.20883556,.18843855,.16093734,.25587493,.35965821,.18950602,.46568167,31573.34715443794
25027c,"Worcester County, MA",6,7,61,2120.221945574756,.4869689,.41715425,.40338656,27,28,31,1,0,0,0,.66877264,.024013955,.10279999,.19477625,.0096371546,0,0,0,0,0,1,.076163642,.36122113,.2042304,.49457109,.29540646,.016193273,.14426105,62078.368
25027c,"Worcester County, MA",7,6,287,8148.999667063539,.39692244,.35251331,.40857595,46,54,59,0,.19087996,.34231627,.46680376,.81041199,.03149851,.06309589,.091553621,.0034400108,.0082043158,0,0,0,0,1,.10780803,.19688149,.092162482,.68213063,.22494178,.040279202,.11990462,85010.17041998259
26081c,"Kent County, MI",ALL,,749,36989.14056355532,.35303867,.30524319,.404737,34,46,55,.27477121,.20115015,.24387033,.28020832,.68340683,.099868417,.1595038,.031347819,.025873104,.012864114,.21317703,.3286553,.21785034,.064695559,.17562176,.20382683,.17691921,.14521268,.52777147,.30152357,.074122801,.34088549,43054.352
26081c,"Kent County, MI",1,6,132,6496.098104116257,.34777522,.3008821,.261116,36,50,58,.19818917,.21494535,.16055742,.42630807,.89288992,.0099962903,0,.083108857,.014004954,.0080173295,0,0,0,0,1,.10029808,.15373777,.037524916,.7062363,.28332025,.03482477,.092837684,63454.2269110295
26081c,"Kent County, MI",3,4,121,5101.445564150369,.31345037,.29377407,.35047254,53,56,59,0,.032075107,.34344432,.62448055,.92734569,.033372037,.027845465,.011436818,0,.010237779,0,0,.67915159,.32084841,0,.16049716,.04896982,.036021058,.66932893,.021218356,.0085291527,.17587756,61586.94056554559
26081c,"Kent County, MI",4,5,103,5349.684465071998,.59098631,.3882288,.46037671,27,32,40,.59820473,.28346974,.1183255,0,.50069773,.17502803,.20649426,.051714368,.066065639,.059359826,0,0,.85863793,.14136207,0,.14824343,.10740574,.071411833,.43036968,.47163457,.11287292,.3742601,39476.21928053824
26081c,"Kent County, MI",5,1,263,12679.90765097122,.30018905,.30819994,.45938674,34,48,55,.25808439,.16486242,.2971943,.27985892,.94203788,.037678681,.0074001448,0,.012883283,.0034242524,.23959963,.76040035,0,0,0,.24274865,.050546631,.050546631,.47376364,.26087385,.089064904,.37089568,40384.87905937415
26081c,"Kent County, MI",6,1,130,7362.004779245509,.30323333,.25164387,.4345108,33,38,48,.32646021,.30881831,.24777141,.11695007,.016843239,.27774465,.61930746,.038664162,.047440499,.0014327785,.65839863,.34160137,0,0,0,.29855716,.55420554,.53257364,.43600455,.45822096,.10035761,.59815931,22615.53227324953
26099c,"Macomb County, MI",ALL,,1319,59860.10204773245,.36123693,.31218153,.36576125,34,45,55,.25542232,.22159351,.2484376,.27454656,.81001848,.10500301,.027257949,.044107612,.013612955,.015661363,.19208886,.35289744,.21335344,.080715813,.16094443,.17570481,.20921433,.14766103,.54463655,.29835376,.089002647,.34119987,41004.34695381551
26099c,"Macomb County, MI",1,6,83,4022.451995196734,.20124607,.17205873,.52021939,51,58,60,0,.13129812,.13346821,.73523366,.87581122,.02418964,.0092812376,.090717919,0,0,0,0,0,0,1,.12436185,.52031487,.42906862,.74032778,.19359243,.025036078,.34208417,28292.9993981327
26099c,"Macomb County, MI",2,7,127,5611.698202798702,.44258812,.36218572,.25167677,32,39,47,.33853149,.34624034,.31522816,0,.71843833,.12921958,.049586866,.098224066,.0045311661,.035202287,0,0,0,0,1,.10328941,.26826969,.12403657,.57181299,.41923311,.12148265,.23116738,44079.67297535168
26099c,"Macomb County, MI",3,1,517,22876.09435771023,.24341826,.17255442,.34670174,44,52,57,0,.25522983,.36746362,.37730655,.83988887,.081897803,.017330959,.046357937,.014524407,.00084827526,.37060717,.6293928,0,0,0,.22008973,.24565393,.19551234,.60328114,.21270172,.048541877,.3698715,41414.39042335366
26099c,"Macomb County, MI",4,3,185,9746.841450450083,.45611393,.46559384,.50832134,27,30,33,.86295766,.11410764,.022934712,0,.79407316,.14534751,.040108092,.0029863867,.017484833,.0054339962,.30988649,.69011354,0,0,0,.15462968,.17800465,.11621049,.36065885,.48351642,.17382255,.49815935,28269.41534156191
26099c,"Macomb County, MI",5,5,184,8575.195919545298,.56208998,.43732798,.29842377,29,32,40,.5805999,.26161641,.1577837,0,.66336554,.20517199,.036186203,.066937193,.028339079,.065759242,0,0,.70601332,.29398668,0,.16120207,.10308493,.076179586,.45386741,.58398372,.19954821,.36742821,42644.52083196813
26099c,"Macomb County, MI",6,4,223,9027.820122031426,.38728559,.41283837,.32619852,49,55,58,0,.17714259,.28611171,.53674573,.91845524,.045800287,.024188356,.0067101377,.0048459754,.011484304,0,0,.74405074,.25594923,0,.16765459,.07605841,.017561518,.57679725,.01571173,.0032612977,.14217572,62596.56254202993
26125c,"Oakland County, MI",ALL,,1803,77065.43464927583,.3330161,.29199094,.34506235,37,49,56,.20760514,.18868437,.29637715,.30733335,.7357381,.13226268,.038258705,.078329265,.015411234,.021481996,.11752541,.27708194,.24548478,.080178335,.27972955,.1571541,.19697097,.1028921,.5747847,.25189623,.071174473,.22390011,52500.3427771864
26125c,"Oakland County, MI",1,5,358,16933.30007573209,.4759753,.37152508,.31707019,31,40,50,.36499393,.24795662,.38120833,.005841135,.78199041,.14381166,.039712951,.020014266,.01447074,.070421278,0,0,.76797891,.23202111,0,.20366108,.096844375,.01199048,.47312471,.34957105,.12076553,.2750569,48461.85487124898
26125c,"Oakland County, MI",2,4,225,8164.069027776763,.12688872,.21853799,.31075534,56,59,61,0,.024549918,.07882677,.89662331,.79236311,.089895047,.0089180693,.10175052,.0070732445,.0037562968,0,0,.72439051,.27560952,0,.17661022,.22376861,.16072322,.75345439,.052976333,.0035315689,.1194825,61906.31281352296
26125c,"Oakland County, MI",3,7,323,13439.94781824618,.45238417,.41431063,.32857639,33,42,50,.2963984,.25347263,.45012894,0,.65774882,.099326499,.039135072,.18008085,.023708774,.020188032,0,0,0,0,1,.056183703,.31689107,.11306281,.59488416,.37042716,.072041601,.078269206,76731.27021281088
26125c,"Oakland County, MI",4,6,240,8117.531216974741,.16613148,.2793014,.28738859,57,59,61,0,0,0,1,.7916711,.076070063,.0086643752,.12080216,.0027923104,0,0,0,0,0,1,.092328757,.23151842,.078427613,.8207792,.029735034,.0096626468,.020549869,105505.496542615
26125c,"Oakland County, MI",5,1,465,21611.57917902319,.17682357,.011608283,.35190272,42,50,56,.084994711,.24572363,.35677931,.31250235,.67557651,.17008857,.064515673,.065326437,.024492795,0,.33125749,.66874248,0,0,0,.19709773,.24030575,.1957528,.57140297,.24352528,.056595147,.33162546,36903.91225843396
26125c,"Oakland County, MI",6,1,192,8799.007331522964,.60441327,.720613,.49235064,30,37,51,.45438984,.16192247,.22519563,.15849206,.80947685,.15859048,.024156416,.0061567207,.0016195333,.018304579,.21572308,.7842769,0,0,0,.16552496,.043317694,.003126076,.35531056,.29295757,.12973259,.36778885,47257.50986427238
26163a,"Detroit, MI",ALL,,1708,83069.83291544163,.43005171,.21310264,.46368876,32,42,51,.31543636,.26979604,.25741884,.15734874,.10480733,.76003677,.09770295,.015784848,.021668127,.039648272,.28155395,.38077378,.22153859,.048779536,.067354128,.21783678,.10313627,.086181052,.24284318,.27487072,.16313058,.64138883,20502.17347690776
26163a,"Detroit, MI",1,3,735,33785.88035765787,.35862631,.16165543,.51520413,41,47,54,0,.41363853,.37056434,.21579713,.10379004,.81086004,.061780259,.0094355457,.014134129,.0081460541,.3828634,.6171366,0,0,0,.2902495,.048475288,.027936405,.2417672,.21262744,.13526089,.66987383,21126.6704
26163a,"Detroit, MI",2,3,373,21233.57500985272,.44282666,.20682307,.45615974,27,30,33,.85471946,.086583145,.058697402,0,.108222,.60690928,.23777805,.028638594,.018452054,.014574843,.49229881,.50770122,0,0,0,.12431691,.27049565,.2524516,.25915346,.41777435,.20984171,.65506512,18451.95612921698
26163a,"Detroit, MI",3,7,93,4069.441226389311,.46431795,.41143391,.40404004,31,42,49,.34861436,.23764154,.41374409,0,.26447952,.61792064,.026977636,.041200217,.049421985,.023580767,0,0,0,0,1,.14877841,.1107509,.056312196,.28197035,.2771638,.111576,.43215725,34853.69491074318
26163a,"Detroit, MI",4,6,38,1525.654649922311,.29318717,.26541987,.51749742,58,58,62,0,0,0,1,.30504557,.59584427,.092774086,.006336078,0,0,0,0,0,0,1,.31022885,.14149423,.046385497,.34393892,.046558101,0,.44407725,45657.6384
26163a,"Detroit, MI",5,5,360,18200.89951706523,.58958,.29524109,.37166759,30,40,47,.36458808,.30939311,.32601881,0,.059274733,.87246454,.037751071,.0025907776,.027918851,.13745008,0,0,.83058619,.16941383,0,.19836299,.019762944,.017058317,.17642421,.3055774,.22370216,.66161174,19283.77975085116
26163a,"Detroit, MI",6,4,109,4254.382154554225,.26732928,.093136437,.52360028,57,59,61,0,0,0,1,.066100731,.8345201,.0097688632,.037578613,.052031673,.026138186,0,0,.77232325,.22767673,0,.22576858,.037578613,.057431463,.38045409,.0042541823,0,.53129649,31139.3104
26163b,"Wayne County (excluding Detroit), MI",ALL,,1953,84400.60547724966,.34510806,.25717887,.39117214,34,45,55,.26469934,.21193925,.26793343,.25542799,.72646213,.16238005,.04176404,.046929039,.022464728,.021243595,.21335468,.34996408,.22040059,.06223847,.15404217,.20499332,.18114913,.12435041,.51763994,.31945798,.11204986,.36350033,38769.48389699919
26163b,"Wayne County (excluding Detroit), MI",1,1,251,11764.90871219156,.3507424,.37182271,.38854063,38,43,48,0,.57673907,.42326093,0,.75671464,.11991042,.052043773,.036895406,.03443576,.0088064456,.43443161,.56556839,0,0,0,.20850763,.30044159,.2383451,.6466943,.78018737,.25065616,.48910835,27677.93419382547
26163b,"Wayne County (excluding Detroit), MI",2,1,578,23258.29707736318,.24378303,.098157138,.41676673,49,54,58,0,.15799618,.34705099,.4949528,.74144948,.16296107,.033773676,.037102945,.024712814,.0065539656,.34203109,.65796894,0,0,0,.29175946,.13843915,.11210918,.53816879,.013119784,.0043362547,.33812177,43655.1104
26163b,"Wayne County (excluding Detroit), MI",3,4,404,16894.261334037,.35844645,.30163074,.34826997,43,50,57,0,.31275836,.35030013,.33694151,.73513699,.16895744,.053523429,.021399919,.020982217,.040257134,0,0,.74758035,.25241965,0,.21246693,.077897713,.044680607,.54341263,.25966245,.08848729,.30048755,45432.98894179592
26163b,"Wayne County (excluding Detroit), MI",4,7,208,8647.112910020795,.48791283,.39443356,.40276355,32,43,49,.33061871,.24794115,.42144012,0,.71143353,.077909276,.028426789,.13685068,.045379713,.025700353,0,0,0,0,1,.095560372,.28574824,.096351653,.58709025,.40597048,.089534774,.16370708,53305.65103996016
26163b,"Wayne County (excluding Detroit), MI",5,6,116,4354.139141121292,.20271555,.22945882,.35663652,57,59,62,0,0,0,1,.8376283,.07108885,.0083904071,.082892433,0,0,0,0,0,0,1,.11523955,.24368972,.16981812,.65904915,.093921155,.034097183,.14050505,75094.79999999999
26163b,"Wayne County (excluding Detroit), MI",6,5,144,6960.646182048251,.45902541,.33665788,.29679814,26,28,31,1,0,0,0,.68641478,.22247365,.054667491,.02997341,.0064706886,.087431923,0,0,.8579843,.14201568,0,.18043768,.077806056,.060838126,.26916671,.43447503,.24615671,.4027949,33317.52522398367
26163b,"Wayne County (excluding Detroit), MI",7,3,252,12521.24012046756,.39759707,.25553641,.46045583,26,29,32,1,0,0,0,.65247768,.24900495,.044723954,.043874107,.0099193323,.0020764717,.39462188,.60537809,0,0,0,.15087439,.25117385,.1863057,.36446708,.49100712,.18179159,.5713169,29318.10807197809
27053c,"Hennepin County, MN",ALL,,1163,65015.09178335832,.31731221,.32936773,.38337603,34,47,56,.25980866,.18828,.22985098,.32206035,.61420035,.19589303,.073096149,.084356397,.032454047,.01115918,.15507877,.25208133,.19912143,.060594175,.33312428,.16660443,.25901645,.14883955,.50640345,.23802149,.077868953,.24317156,54751.05427008216
27053c,"Hennepin County, MN",1,1,317,19470.63121708356,.32029504,.31023568,.42449811,31,36,45,.40781218,.34211874,.25006908,0,.34662771,.35857859,.16105662,.086307324,.047429767,.0014401569,.40468431,.59531569,0,0,0,.20760439,.40089649,.29705885,.43655407,.34885681,.12320741,.42534953,32731.32016
27053c,"Hennepin County, MN",2,2,126,7000.920621039407,.099979036,.25457996,.38332453,56,58,61,0,0,.019838,.98016202,.6200375,.22085316,.067967243,.088142492,.0029996056,0,.31467304,.68532693,0,0,0,.26809606,.25550255,.2219494,.48085028,.063515984,.0038918008,.27425128,60993.96609380057
27053c,"Hennepin County, MN",3,6,311,17362.14195151048,.32825544,.33733135,.3512921,47,55,59,0,.14645258,.34752941,.50601804,.87027633,.028027754,.019274473,.069778278,.012643175,.0041638231,0,0,0,0,1,.079007551,.14510122,.040412102,.6796546,.1791549,.038650263,.049687374,102173.7440202166
27053c,"Hennepin County, MN",4,7,68,4295.964124433383,.41892228,.51536328,.44863263,27,30,32,.98587823,.014121781,0,0,.58549738,.031492762,.08026994,.27503976,.027700167,.0075167711,0,0,0,0,1,.062219873,.38582221,.088422246,.37652755,.22532588,.054174758,.02409099,63556.73777841404
27053c,"Hennepin County, MN",5,4,220,10144.07627937368,.29908711,.31415191,.36014128,49,55,59,0,.17427753,.30411848,.521604,.87965083,.076230042,.0046661058,.0035488692,.03590418,.020290907,0,0,.75963467,.2403653,0,.19633096,.060824238,.0044032265,.54338133,.16598976,.061087221,.17142111,71757.60716917715
27053c,"Hennepin County, MN",6,5,121,6741.357589917859,.46888715,.34615225,.34066793,27,31,37,.6995365,.17926542,.12119807,0,.34029031,.41725713,.061386641,.11241668,.068649255,.05741531,0,0,.77730715,.22269283,0,.19017887,.36369032,.17991583,.31560111,.36721677,.1651043,.43061104,47149.34630181932
27123c,"Ramsey County, MN",ALL,,512,29900.59004736082,.31490907,.34295103,.41658759,32,42,54,.33598989,.20425716,.22540207,.23435089,.48713326,.15162651,.082611158,.22336581,.055263273,.030377606,.23754336,.28132251,.18258828,.077757023,.22078882,.19922236,.29189104,.2062629,.42753205,.28226572,.11158271,.39520466,41652.5824
27123c,"Ramsey County, MN",1,5,119,6043.307923907895,.43341297,.4282653,.43191993,30,37,54,.45415208,.13232835,.17573807,.23778151,.69316781,.14628197,.019139128,.058097951,.083313175,.10226869,0,0,.65700608,.34299394,0,.15502369,.068319611,.0058959802,.32095748,.2008426,.086693041,.31048155,50783.985417163
27123c,"Ramsey County, MN",2,5,32,1741.170533861536,.45636851,.33394048,.60698158,38,39,51,0,.63637787,.35251847,.011103641,0,.30757427,.17403089,.27599257,.24240227,.042434778,0,0,.85517615,.14482383,0,.28167194,.34756088,.26787812,.47024024,.40953165,.051493257,.45420995,40889.69004761633
27123c,"Ramsey County, MN",3,7,25,1534.139232757533,.31868571,.5615055,.45673892,27,29,31,1,0,0,0,.36023408,.17979909,.021727711,.36962572,.068613388,.039991103,0,0,0,0,1,.044260006,.30235663,.18242572,.48601344,.18859874,0,0,65914.48772825844
27123c,"Ramsey County, MN",4,6,89,5067.576683644596,.26691324,.35106251,.35879844,47,56,61,0,.23287643,.23283711,.53428644,.79729444,.020052973,0,.14439066,.038261954,.023237163,0,0,0,0,1,.21669193,.21010879,.076946147,.58411592,.16006753,.06657479,.15937541,102128.928
27123c,"Ramsey County, MN",5,1,179,11620.69929764595,.31763411,.3413465,.40671995,30,35,45,.49631914,.25356913,.25011173,0,.35496208,.18622254,.15034164,.27166909,.036804646,.0032074612,.43497497,.56502503,0,0,0,.18786484,.37151343,.26949352,.39027247,.44555506,.18850018,.57533401,28703.04286767085
27123c,"Ramsey County, MN",6,2,68,3893.696375543288,.12056957,.12268611,.39649239,54,58,60,0,.018721705,.25102824,.73025006,.4259803,.14707434,.069608115,.35733727,0,0,.52597153,.47402844,0,0,0,.30316859,.47867873,.47867873,.45821339,.060338754,.050065741,.42536163,51288.79640540518
29095c,"Jackson County, MO",ALL,,1086,46076.17073019708,.30148298,.27952203,.39893574,33,44,54,.28817207,.213884,.26702878,.23091516,.54438317,.30065411,.11123867,.023552131,.020171924,.013066662,.19113919,.36503735,.23391075,.068355069,.14155763,.23963507,.098361872,.067883156,.43172643,.26999074,.13833201,.31615826,36851.20214167891
29095c,"Jackson County, MO",1,7,54,2010.223201883525,.58567697,.5501892,.37051538,31,33,45,.64781964,.092238024,.25994235,0,.33721974,.37483838,.17789058,.062540501,.04751081,0,0,0,0,0,1,.113205,.22314617,.084422328,.31290191,.30155939,.16304773,.21194762,47459.9136
29095c,"Jackson County, MO",2,6,137,4512.210184642103,.25019675,.25324422,.32066464,45,55,59,0,.23446892,.25027895,.51525211,.93480599,.039271671,.013983401,.0057335463,.0062053846,0,0,0,0,0,1,.15060714,.022207387,.020258838,.59009308,.16971639,.062374823,.095920548,89312.74879999999
29095c,"Jackson County, MO",3,4,253,9776.868835410573,.22914523,.27497718,.35641667,42,51,57,0,.31384167,.33507004,.35108829,.61657834,.2908999,.054016687,.010971356,.027533717,.02212088,0,0,.76749933,.23250067,0,.30622023,.042442326,.017665839,.50073081,.19018966,.084113769,.26188785,45056.88
29095c,"Jackson County, MO",4,5,79,4150.382752435461,.4361245,.43181369,.34905019,27,30,33,1,0,0,0,.58650315,.26695088,.090744391,.017286219,.038515378,.078130394,0,0,.78883606,.21116395,0,.22629742,.051773492,.0051697101,.31568161,.44100434,.24682336,.3940343,24295.07557013569
29095c,"Jackson County, MO",5,1,382,17972.58858515814,.1713317,.016219273,.40388498,36,46,54,.21700275,.23031482,.32345518,.22922723,.37730759,.39713144,.17524649,.037501153,.012813313,.0034228652,.33873254,.66126746,0,0,0,.25517872,.17948917,.14569561,.42491859,.2476279,.11844394,.35317251,30037.92
29095c,"Jackson County, MO",6,1,181,7653.897170667307,.58208501,.76542723,.52228504,29,34,48,.51282626,.1834126,.2041505,.099610656,.64588684,.23945458,.084974319,.010530323,.019153921,0,.35525188,.64474809,0,0,0,.21100485,.016676813,.0070520863,.36034036,.38252825,.23374681,.41354439,37146.8944
29189c,"St. Louis County, MO",ALL,,1357,51758.8994935747,.36766723,.32900703,.36766607,34,48,56,.25511533,.17827976,.2556383,.31096661,.60689652,.293715,.027438469,.049350746,.022599265,.029837107,.10537909,.26604828,.25945979,.075531125,.29358169,.14706822,.09142448,.055020429,.49081677,.25323543,.11549521,.26147681,51364.8432
29189c,"St. Louis County, MO",1,1,370,13209.78122833907,.4220548,.32401812,.4327051,43,50,57,0,.28593859,.37320861,.3408528,.55942106,.38958475,.027725233,.008278532,.014990418,.009394181,.22590566,.77409434,0,0,0,.21981771,.041847285,.018632187,.44567537,.21450818,.077764526,.29538983,44726.25355825687
