FIPS_final,Name_final,group,superclus2,sample,count,unemployed,lastworked_pastyr,male,age25,agemed,age75,a2534,a3544,a4554,a5564,whiteNH,blackNH,latino,asianNH,otherNH,insch,lths,hs,sc,aa,baplus,dis,fb,lep,married,children,nospouse_kids,snap,fincpadj
,AGGREGATE GEOS,SUPERCLUSTER,6,36755,1205776.754146401,.27552727,.29075035,.35619915,48,56,60,.014854495,.16524206,.21796127,.60194218,.65794533,.082052879,.097985208,.14256158,.01945499,.0055873659,0,0,0,0,1,.10407702,.29039228,.13546059,.66886598,.1533474,.033520062,.086629376,83546.35691839909
,AGGREGATE GEOS,SUPERCLUSTER,3,26408,1222002.219870502,.35678172,.26904485,.39407718,27,30,33,.89371651,.062151615,.037811127,.0063207173,.24876875,.23947474,.44000444,.046437752,.025314327,.0098948227,.40728512,.59271485,0,0,0,.11139553,.35058004,.28627762,.35275203,.45458743,.19993298,.4571211,30753.26021536163
,AGGREGATE GEOS,SUPERCLUSTER,7,28088,1048371.587043383,.42489249,.37947881,.35560906,29,34,45,.50356609,.22672619,.2644715,.0052362308,.49261463,.101922,.14501366,.2283995,.032050207,.021891255,0,0,0,0,1,.064071491,.38748732,.17320991,.54386967,.33104587,.073432587,.11279588,65082.16
,AGGREGATE GEOS,SUPERCLUSTER,4,39727,1386480.327274097,.29172039,.25618783,.35496753,46,55,59,.008630584,.21281788,.25772175,.5208298,.55440325,.17414567,.1667628,.075869285,.028819039,.024581,0,0,.73327923,.26056927,.0061515048,.18453896,.2227478,.12297795,.55839235,.15537944,.05615386,.21895896,54228.24884642101
,AGGREGATE GEOS,SUPERCLUSTER,1,105203,4243719.400601142,.27544919,.20018379,.35540769,37,45,52,.1512057,.32846174,.34768406,.17264853,.29661274,.17241877,.42929778,.081423357,.020247342,.0043256963,.44469702,.55528754,.000015466498,0,0,.16274159,.45004377,.37532133,.50234574,.32083154,.10668321,.35655075,35336.76917695239
,AGGREGATE GEOS,SUPERCLUSTER,2,18068,655226.0795511468,.18045405,.16610657,.35160553,56,59,61,0,.010630764,.024419984,.96494925,.37898782,.1591811,.30400175,.1384819,.019347409,.0009773511,.42892212,.5676592,.0025897259,.00082899415,0,.2164809,.4653663,.38721934,.5920223,.043681804,.012177634,.26364744,45432.98894179592
,AGGREGATE GEOS,SUPERCLUSTER,5,37436,1554480.247230561,.45869383,.34780449,.3799856,29,33,44,.55220079,.21664514,.2179227,.013231393,.41135716,.22288546,.25027272,.078303784,.037180886,.081349634,0,0,.75734121,.23355983,.0090989852,.12382829,.22815365,.11909114,.40211883,.3931343,.16758773,.32253397,41711.67193876883
10003c,"New Castle County, DE",ALL,,912,37324.10103545633,.3535516,.29274032,.41337439,33,44,53,.28378898,.22429326,.27032393,.22159383,.54178464,.27939355,.11645759,.043006908,.019357326,.01858034,.17810373,.42825785,.16983387,.052280258,.1715243,.17420106,.15516274,.10116028,.3847602,.25602344,.12886465,.32141814,50230.325018424
10003c,"New Castle County, DE",1,1,258,11313.48422177525,.36121202,.25968558,.4700397,39,45,50,.026244905,.44418249,.52957261,0,.5189926,.27032396,.18080069,.016417993,.013464758,.015293821,.30188903,.698111,0,0,0,.20352049,.13046324,.13339715,.29998711,.27526093,.15645546,.41550267,42101.23641939755
10003c,"New Castle County, DE",2,3,134,7053.014510484983,.39634699,.29161569,.49093318,26,29,32,1,0,0,0,.48718107,.32532832,.15869555,.0065239682,.022271108,.022550784,.30281386,.69718617,0,0,0,.1190655,.15727709,.086215004,.18400811,.39245099,.24599536,.4617267,46859.15519999999
10003c,"New Castle County, DE",3,2,119,4265.402175608915,.17605972,.19577804,.33380795,56,58,60,0,0,0,1,.50437248,.28594047,.13078022,.063433498,.015473336,0,.25704357,.7429564,0,0,0,.21170197,.18699998,.12104106,.58091599,.032195475,.012423991,.20523563,51767.98802919209
10003c,"New Castle County, DE",4,4,117,4344.835715503413,.22712679,.14783859,.33351389,47,54,58,0,.19278653,.34822199,.4589915,.65832162,.25829893,.03117078,.034376524,.017832106,0,0,0,.7361275,.2638725,0,.24241026,.12783471,.099619657,.55489302,.061790861,.0051809256,.21835126,47452.23289476463
10003c,"New Castle County, DE",5,5,95,3945.374263045309,.55913097,.55505329,.37653837,29,33,39,.53679198,.30737543,.15583259,0,.52037549,.3803117,.078803577,.0090568913,.011452357,.078705058,0,0,.79600644,.20399354,0,.19730791,.027431905,.015515856,.23868075,.41570911,.23943338,.45356008,58226.17267441802
10003c,"New Castle County, DE",6,7,34,1225.332739974495,.43068501,.44403788,.39294955,27,28,31,.8869608,.082027234,.031011984,0,.43908203,.19526696,.037957959,.21470989,.11298314,.030383162,0,0,0,0,1,.010337329,.44927332,.22092114,.60732234,.32834443,.018498376,.033941552,80101.12
10003c,"New Castle County, DE",7,6,155,5176.657409063993,.35592082,.33229113,.34935963,45,53,58,.0072565908,.23093002,.37331066,.38850272,.63963407,.1919395,.025349211,.12646812,.016609101,.0026400562,0,0,0,0,1,.11827216,.23069888,.072907418,.59777987,.23672897,.050586235,.074203886,95720.83839999999
1073c,"Jefferson County, AL",ALL,,1156,44368.71187883125,.34299964,.27398202,.36428079,32,43,55,.31013271,.20638707,.2304672,.25301301,.43331274,.49065715,.051354598,.014417649,.010257861,.011565815,.18847562,.37783903,.23101965,.069547296,.13311841,.20958765,.054752532,.042238645,.41103876,.26869366,.14591709,.34891501,30650.74934797709
1073c,"Jefferson County, AL",1,3,187,9266.663863684089,.420917,.27880788,.4326967,27,29,32,1,0,0,0,.27447304,.62340009,.087949537,.014177332,0,.0069271517,.34401679,.65598321,0,0,0,.10732295,.081834428,.067553848,.21768069,.39312431,.2617591,.42782497,23221.30545914014
1073c,"Jefferson County, AL",2,1,278,10576.44419273294,.31055555,.21026982,.39450413,38,44,50,0,.50886673,.49113327,0,.36567265,.55304134,.075266384,.0060196603,0,0,.35273528,.64726472,0,0,0,.26093069,.076117329,.071831085,.36058956,.27499017,.11316072,.45879623,25240.54941210885
1073c,"Jefferson County, AL",3,2,166,5283.543445472828,.19166568,.16367716,.39931592,57,59,61,0,0,0,1,.58704787,.34414005,.041320194,.015015165,.012476743,0,.27327257,.72672743,0,0,0,.29741818,.038767863,.022507867,.5898093,.027128225,.0051732957,.19299585,42003.0248
1073c,"Jefferson County, AL",4,5,142,5723.940339325951,.50777948,.34631848,.2527695,28,32,38,.6494723,.22259623,.12793145,0,.31757447,.60282087,.050923485,.027050614,.0016305759,.053542476,0,0,.78712809,.21287194,0,.17214353,.062956952,.052313052,.3413415,.65480947,.42566231,.41074342,20502.17347690776
1073c,"Jefferson County, AL",5,4,210,7611.827809140764,.32655796,.28688616,.39372304,46,53,58,0,.200507,.37960961,.41988337,.50721264,.44438836,.010185665,.0023209457,.03589239,.015486746,0,0,.75468999,.24531002,0,.30401829,.010760837,0,.4568404,.0079262611,.0020144088,.34846026,46129.89032304245
1073c,"Jefferson County, AL",6,7,27,775.9841290512763,.52452523,.62031752,.24085933,27,29,32,1,0,0,0,.61789429,.29791158,0,.084194109,0,.031717554,0,0,0,0,1,.047251824,.084194109,0,.48085454,.47348204,.16144529,.27901089,45432.98894179592
1073c,"Jefferson County, AL",7,6,146,5130.308099423351,.23809154,.35797393,.24171408,47,56,59,0,.19000328,.27469975,.53529698,.69290203,.24583401,.015624078,.02484842,.020791475,0,0,0,0,0,1,.12422783,.029916342,.013644405,.6794337,.20487086,.048197888,.082697995,65625.428471483
11001a,"Washington, DC",ALL,,1235,48277.84092208774,.42432752,.28721672,.4379856,32,43,53,.31087011,.22130299,.24285604,.22497088,.18898243,.6669271,.098307937,.029163679,.01661884,.023047222,.15690733,.33797765,.18870033,.037204895,.27920979,.17884159,.18214668,.091444723,.28635892,.20287326,.14379272,.41620299,42653.8464
11001a,"Washington, DC",1,3,203,9190.366721427745,.47089016,.22509426,.38795733,27,30,33,.86642158,.080432624,.053145785,0,.01337054,.76309943,.19226459,.019740155,.011525301,.017892996,.32103217,.67896783,0,0,0,.10190091,.2227226,.22321747,.25068271,.39920914,.29678446,.53688806,30343.21674582348
11001a,"Washington, DC",2,1,374,14701.61183081857,.33464611,.15914296,.47747982,43,50,57,0,.290241,.38444445,.32531455,.033903196,.84665751,.081945486,.025112709,.012381098,.003057766,.31457394,.68542606,0,0,0,.27758062,.12885512,.056487318,.20047146,.15268199,.13330945,.57652247,34853.69491074318
11001a,"Washington, DC",3,5,180,7695.032606081915,.57942671,.29992491,.42127457,30,38,45,.38562167,.34113586,.27324247,0,.028757378,.88515031,.050375897,.016664218,.019052202,.095978469,0,0,.81081003,.18919,0,.17584902,.12957154,.0384214,.23489045,.30225,.20822822,.55700362,40651.3184
11001a,"Washington, DC",4,4,97,3211.184272051439,.18427007,.19431867,.39069143,55,58,62,0,.029820062,.13048169,.83969826,.31254229,.63188833,0,.020968381,.034601036,.0091347396,0,0,.89401144,.10598856,0,.35206375,.079466827,0,.31079265,.041367561,.027196612,.3162646,53715.69450949832
11001a,"Washington, DC",5,6,273,9401.611933874474,.4173376,.41195825,.45755348,43,49,58,0,.3145211,.32574973,.35972917,.51988977,.30971941,.11349208,.044909272,.011989437,.002672937,0,0,0,0,1,.10867793,.2410441,.097637802,.45231831,.10614844,.038788695,.13110384,99128.00876084899
11001a,"Washington, DC",6,7,108,4078.033557833563,.55518121,.65052187,.43201256,27,29,31,1,0,0,0,.58597606,.24158096,.078402884,.058743592,.035296496,.027035622,0,0,0,0,1,.027278779,.32710001,.07828331,.37166125,.10399727,.04910396,.036547303,85817.86800117006
12009c,"Brevard County, FL",ALL,,1202,45198.70279510571,.27054954,.24689215,.39675623,37,50,57,.19595692,.19220729,.28161576,.33022004,.76613832,.094780438,.080984831,.021687256,.036409192,.015787235,.11201397,.34690842,.27588922,.10674059,.1584478,.16005428,.10095056,.048699994,.50902832,.23161371,.097551785,.30485153,43054.56430150629
12009c,"Brevard County, FL",1,1,523,20742.69707536813,.2682648,.20296648,.45296243,36,49,55,.21991317,.18992732,.31200823,.27815127,.76808619,.11316757,.073572241,.017443128,.027730869,.0034910846,.24408042,.75591958,0,0,0,.16873462,.10505912,.045944806,.48020887,.22148846,.094639309,.33626541,37888.01658532553
12009c,"Brevard County, FL",3,5,265,10995.00622491329,.35193515,.34305668,.3884702,34,40,50,.25243714,.33851919,.39804119,.011002514,.72205615,.11626422,.097579286,.033043638,.03105671,.038399354,0,0,.73801637,.26198363,0,.1511306,.079029784,.029812774,.44724926,.41014183,.1794904,.38524443,42404.12301234286
12009c,"Brevard County, FL",4,4,197,6299.364368117434,.18445352,.1971534,.34217888,57,59,60,0,0,.0055510779,.9944489,.79111642,.087217852,.058299482,.029438959,.03392728,.0042942301,0,0,.69139355,.30860648,0,.18240699,.059032202,.065626085,.60125631,.010840313,0,.23149124,54068.25599999999
12009c,"Brevard County, FL",5,6,31,1290.522339657606,.2892448,.20085682,.22367747,35,50,58,.24354774,.19246054,.12548542,.43850631,0,.043210957,.53791249,.053975523,.36490104,.070255794,0,0,0,0,1,.21289103,.52301544,.30861542,.51623476,.13440007,.053466722,.33060336,71757.60716917715
12009c,"Brevard County, FL",6,6,186,5871.112787049307,.21447492,.28547755,.3102994,39,51,59,.20533663,.13243146,.28672582,.3755061,.98341405,.0090348255,0,0,.0075510954,.017241929,0,0,0,0,1,.11050101,.079689041,.018512344,.62600374,.19129691,.068750396,.11636271,63279.88479999999
12011c,"Broward County, FL",ALL,,3794,151612.6264697489,.38074502,.27596012,.38018021,35,46,55,.24978004,.21545479,.25107646,.28368869,.35972673,.3006506,.27106503,.051208019,.017349627,.024567029,.17403211,.3375023,.18129997,.090044647,.21712098,.14351808,.46918541,.25869152,.46576601,.24568689,.094365016,.29949784,41721.92302550728
12011c,"Broward County, FL",1,1,1408,57549.7855191542,.30724332,.21122065,.37451315,44,52,58,0,.27423039,.33981624,.38595337,.34974444,.32748386,.25908285,.053795256,.0098935952,.0036992861,.33046874,.66953129,0,0,0,.19547527,.52349693,.32422721,.4754906,.17632803,.058147874,.33072534,38048.032
12011c,"Broward County, FL",2,6,723,25641.28228250231,.38097826,.29978076,.37622476,42,51,58,0,.29287776,.32654908,.38057315,.48975179,.14304887,.27011359,.072518505,.024567256,.0036439856,0,0,0,0,1,.096582055,.50140411,.25450402,.61181599,.24282479,.05312489,.12886606,55529.20870663946
12011c,"Broward County, FL",3,3,419,20005.29142471339,.47061491,.32703036,.46554077,27,29,32,1,0,0,0,.21984589,.44562662,.27789274,.037307762,.019326966,.016650353,.36825553,.63174444,0,0,0,.11863584,.35907358,.21472532,.2498766,.31952161,.18345098,.46140921,35336.76917695239
12011c,"Broward County, FL",4,7,157,7276.998094147001,.49306476,.42516142,.3255482,27,30,32,1,0,0,0,.33708552,.26875988,.25337473,.12977178,.011008085,.036167059,0,0,0,0,1,.070688844,.50912106,.20704107,.43791106,.31468293,.081706487,.14852223,56380.97706149633
12011c,"Broward County, FL",5,4,655,23537.41932028619,.34962368,.26998234,.34360734,43,54,59,0,.27569303,.25522953,.46907744,.2419437,.34009403,.35612997,.034121573,.027710689,.034165278,0,0,.67889577,.32110423,0,.13774274,.52861196,.2664974,.53896737,.23145352,.091269247,.30305707,46129.89032304245
12011c,"Broward County, FL",6,5,432,17601.84982894567,.51376057,.34119412,.37894666,29,33,44,.60150033,.16389768,.23460197,0,.52879387,.23817116,.19743074,.017871631,.017732615,.11464119,0,0,.65378976,.34621024,0,.10812777,.27384871,.11140564,.38021281,.38321918,.18097697,.31960219,50063.2
12031a,"Jacksonville, FL",ALL,,1943,74798.85061631346,.33175543,.2616857,.40652519,33,44,54,.29297328,.22553845,.24309735,.23839094,.51413286,.33230394,.081290163,.046289168,.025983844,.022280876,.17942058,.3695336,.21526413,.090852879,.14492883,.18285081,.13559274,.080798738,.4268209,.26459491,.13147826,.36516741,36045.504
12031a,"Jacksonville, FL",1,3,257,12524.47824936371,.46187285,.25953323,.50658226,27,29,32,1,0,0,0,.43973646,.39190906,.11690963,.022748077,.028696781,.0070131095,.28769973,.71230024,0,0,0,.11561905,.11294988,.091107339,.29868352,.38186806,.18121088,.49213502,30037.92
12031a,"Jacksonville, FL",2,1,774,28536.66224571072,.25532198,.18075079,.41293967,42,51,56,0,.30858883,.3483268,.34308437,.48714477,.37003627,.070107989,.060837053,.011873901,.00072335376,.34401932,.65598065,0,0,0,.23502855,.15146881,.10666244,.42492005,.19717941,.098174423,.38909677,34042.976
12031a,"Jacksonville, FL",3,7,86,3370.559541507433,.54589814,.44327232,.34148157,28,32,38,.69228286,.19377652,.11394063,0,.3066715,.18775511,.21003298,.22684522,.068695188,.09726841,0,0,0,0,1,.021746334,.3608799,.22094238,.5408684,.44008854,.13263628,.077141859,51490.72080070205
12031a,"Jacksonville, FL",4,6,228,7469.950074850108,.26311374,.3043023,.35341114,45,53,59,0,.23251678,.31632316,.45116004,.80275977,.11903279,.043047622,.025212137,.009947693,.0075652427,0,0,0,0,1,.18424943,.10814659,.039061747,.57737792,.16916595,.079664432,.11841537,64716.76869264709
12031a,"Jacksonville, FL",5,5,432,18264.69629796828,.38877466,.35531047,.38443983,31,38,47,.38633028,.31064832,.30092782,.0020935824,.50816667,.35639271,.075331844,.01894935,.041159432,.064263061,0,0,.69454044,.30545959,0,.17896664,.10681534,.029647028,.37360004,.36326081,.20373367,.43440565,33828.58623689779
12031a,"Jacksonville, FL",6,4,166,4632.50420691319,.18087243,.196095,.31654456,57,59,60,0,0,0,1,.59057766,.29281846,.045358803,.030728433,.04051663,0,0,0,.73738515,.26261488,0,.17347607,.092814185,.060616832,.66904509,0,0,.208956,57098.55313318809
12057c,"Hillsborough County, FL",ALL,,3026,100796.6017782666,.33741778,.25980732,.360594,32,44,54,.30611345,.20572945,.24202482,.24613228,.46632004,.16716149,.29924694,.050060671,.017210854,.020974191,.21022363,.34058434,.18818307,.081884205,.17912474,.14805569,.27490178,.20843127,.48275176,.27760804,.11329016,.38431475,37723.99919751027
12057c,"Hillsborough County, FL",1,1,1112,36030.46116018428,.25666785,.18354183,.36825588,43,51,57,0,.30148524,.35676301,.34175175,.44530746,.17808561,.31663921,.048817925,.011149803,.00089738885,.37600082,.62399918,0,0,0,.19995074,.31526175,.27179617,.49850404,.1980128,.068981513,.42963463,35538.69357224926
12057c,"Hillsborough County, FL",2,3,462,19489.11173092119,.44873339,.27836648,.42873234,27,30,32,.96683711,.011566838,.021596052,0,.32145384,.21481727,.42101127,.029604401,.013113219,.019132722,.3921341,.60786593,0,0,0,.10444732,.30535084,.27394146,.31705388,.40885675,.21744941,.53429526,30288.65929453062
12057c,"Hillsborough County, FL",3,4,629,18852.58610762396,.32744119,.27185568,.33075944,43,51,57,0,.29463106,.34745374,.35791519,.59576076,.12247879,.22319397,.035196312,.02337015,.02777148,0,0,.69359344,.30640659,0,.17035022,.18542567,.12138063,.56078988,.22759385,.067921609,.29077238,44695.96489896235
12057c,"Hillsborough County, FL",4,6,493,14412.04309685902,.322072,.32462773,.28310639,44,52,58,0,.28408131,.31707194,.39884675,.59347057,.097133987,.23204707,.067733161,.0096152024,.011302188,0,0,0,0,1,.096978649,.29231963,.16499747,.68497622,.24355678,.06140371,.17495954,57508.59660272625
12057c,"Hillsborough County, FL",5,5,225,8369.276898842592,.44453153,.3470588,.37724486,27,29,32,1,0,0,0,.38643128,.22069666,.33153671,.012380434,.048954938,.1150769,0,0,.70402539,.29597461,0,.1040112,.15278521,.086305901,.2935206,.48964512,.25665742,.50212491,35878.80358458858
12057c,"Hillsborough County, FL",6,7,105,3643.122783835551,.40680841,.39557257,.3429831,27,29,31,1,0,0,0,.45979446,.18945126,.061074838,.26535469,.024324767,.016291451,0,0,0,0,1,.055969957,.38750911,.13415405,.44426376,.26909295,.10497689,.17539518,47452.23289476463
12071c,"Lee County, FL",ALL,,1583,58023.48945403608,.2545369,.22434698,.38779175,35,47,57,.22966768,.20480013,.24222457,.32330763,.64683616,.095911331,.22517763,.023693915,.0083809579,.011373803,.21410038,.33612564,.20019022,.073992215,.17559156,.15490343,.26469499,.17819007,.48467743,.22784293,.090271614,.30376258,36045.504
12071c,"Lee County, FL",1,1,579,22279.76411923447,.23904052,.19224092,.41549975,43,51,58,.086310387,.21741678,.31418785,.38208497,.71072465,.11635384,.13229056,.035131488,.0054994677,.0022591501,.33302191,.66697812,0,0,0,.21428423,.21992409,.10848597,.46016347,.15395497,.056663714,.33283359,35336.76917695239
12071c,"Lee County, FL",2,3,208,9646.26848764219,.25833172,.27833644,.31788185,28,33,40,.61664855,.20394894,.17940249,0,.24007952,.1547652,.58136851,.011782822,.012003935,0,.51866698,.48133302,0,0,0,.12529519,.57907307,.55427021,.42605558,.48041311,.21631837,.47554374,28335.7712
12071c,"Lee County, FL",3,4,368,12165.90293021688,.20739704,.17539252,.36340079,44,54,58,0,.25975859,.25840563,.48183581,.79652268,.043555457,.14301975,.013198262,.0037038424,.010159541,0,0,.73705107,.26294893,0,.16595809,.17603967,.10255703,.5410521,.13658601,.051696979,.20042515,44827.21575590531
12071c,"Lee County, FL",4,5,97,3743.118891946258,.53098488,.42398313,.39070758,27,31,33,.88105065,.096428186,.022521153,0,.52684349,.14228314,.2732152,.045180175,.012477961,.1298421,0,0,.70765674,.29234326,0,.097354263,.21305124,.10151921,.30975828,.4702574,.20415065,.43308073,45432.98894179592
12071c,"Lee County, FL",5,7,154,5629.058795729892,.36157611,.29759094,.43912643,30,40,48,.38317418,.25749329,.35933253,0,.67961323,.047770862,.24649175,.013570244,.012553904,0,0,0,0,0,1,.0622488,.18363085,.097504981,.4402546,.29866856,.088052757,.25082341,42404.12301234286
12071c,"Lee County, FL",6,6,177,4559.376229266444,.088908993,.14331347,.39961359,58,60,62,0,.022216251,.016093856,.96168989,.85384583,.032567624,.078956924,.015868586,.018761041,0,0,0,0,0,1,.059517737,.19738428,.0875054,.77651584,.011585578,0,.033198237,60577.31858906123
12086c,"Miami-Dade County, FL",ALL,,5998,249007.4485729413,.31073201,.19760659,.34790245,34,45,54,.25660694,.2304571,.26338002,.24955592,.10629911,.19461259,.67548805,.014145159,.0094551109,.020988287,.21941602,.37202293,.15412261,.076113097,.17832536,.097907916,.68485177,.47864121,.4622798,.25771171,.099073753,.43029025,33014.63863103837
12086c,"Miami-Dade County, FL",1,4,1087,39449.01533876144,.32822236,.21849649,.30523497,42,50,57,0,.34596729,.33347279,.32055992,.13460115,.19332239,.6492306,.015680581,.0071652904,.030488072,0,0,.65611255,.34388745,0,.11993678,.64716411,.37093028,.54065746,.25101197,.089925453,.35860014,37416.46659535665
12086c,"Miami-Dade County, FL",2,6,943,33199.44051994391,.28335375,.22398698,.30951062,42,51,57,0,.31430033,.35921755,.32648212,.18995197,.078239895,.69652909,.025749436,.0095295915,.0062070498,0,0,0,0,1,.08947169,.75378001,.45561528,.64608765,.26948279,.062144384,.29865599,42807.9718029366
12086c,"Miami-Dade County, FL",3,1,2007,87493.98002187902,.24266294,.14299959,.37325519,46,53,59,0,.20227537,.36630446,.43142021,.073389001,.20362496,.70990616,.009999712,.0030801545,.0015315698,.39311239,.60688764,0,0,0,.13981295,.76446903,.60253608,.41230834,0,0,.43324271,33519.44961928055
12086c,"Miami-Dade County, FL",4,1,629,24947.53024832049,.30328736,.16951923,.21501862,39,43,47,.00072806037,.62396508,.33883759,.036469229,.037757978,.17264512,.78376514,.0033556181,.0024761276,.0014223671,.33730903,.662691,0,0,0,.055195335,.81037092,.65122038,.67924416,1,.35495919,.60444814,21202.06150617143
12086c,"Miami-Dade County, FL",5,5,382,17881.38787172108,.50417823,.29481933,.39889947,26,29,31,1,0,0,0,.11510809,.27735078,.55443418,.023378441,.029728474,.16191988,0,0,.69875342,.30124655,0,.050146151,.48670867,.23902908,.28839585,.32313868,.18121599,.46474621,38971.40829229606
12086c,"Miami-Dade County, FL",6,7,270,11204.90071813525,.4201504,.36536855,.38107669,27,29,32,1,0,0,0,.25749615,.10127196,.54585326,.054036967,.041341644,.048688471,0,0,0,0,1,.028375629,.57858771,.27188995,.44265327,.22752261,.067297228,.18064854,50481.09882421769
12086c,"Miami-Dade County, FL",7,3,680,34831.19385417904,.3588272,.20221564,.42745975,26,29,32,.99889165,.0011083692,0,0,.073110111,.28764153,.62501055,.0019135947,.012324255,.0059445449,.3395299,.66047013,0,0,0,.053216547,.50784624,.37727472,.26402187,.34590313,.17827885,.56741577,28703.04286767085
12095c,"Orange County, FL",ALL,,2186,94716.74130073437,.34850594,.26725242,.3551735,32,43,53,.3075214,.23034285,.23798268,.22415306,.3754968,.18352973,.34117138,.07399445,.025807627,.027616888,.16098996,.31157908,.19147559,.10994467,.22601072,.13632718,.32901964,.2468518,.50930721,.29708874,.097163387,.31552002,35878.80358458858
12095c,"Orange County, FL",1,4,454,18466.38290562239,.31167138,.21883695,.29453892,42,49,57,0,.33247378,.33595502,.33157119,.43251991,.15451808,.32738981,.057920042,.027652159,.032250255,0,0,.64477986,.35522014,0,.17176653,.28070876,.15420493,.56082577,.29486659,.12431686,.29462641,40050.56
12095c,"Orange County, FL",2,5,197,10083.16088669937,.50822091,.30541521,.41722873,27,29,32,.90113354,.024881989,.073984466,0,.37359279,.16876262,.37141529,.06102604,.02520325,.104591,0,0,.61778158,.38221845,0,.1297278,.25599447,.2747905,.36339751,.36191699,.16272712,.3548452,33931.09710428233
12095c,"Orange County, FL",3,6,416,14704.15100179467,.25386515,.25010437,.31942868,42,50,57,0,.29272261,.34002349,.3672539,.51856828,.083911866,.26675856,.11016166,.020599619,.0073596914,0,0,0,0,1,.11433422,.37042847,.21191734,.6765489,.28782043,.053575069,.12578876,53308.04035837388
12095c,"Orange County, FL",4,7,115,6702.848453038014,.48837864,.40936112,.3787761,27,29,31,1,0,0,0,.46322894,.12331349,.19578467,.17176804,.045904879,.037253961,0,0,0,0,1,.075227685,.35138655,.16001326,.51804787,.27336204,.074373126,.14309928,33316.0318999751
12095c,"Orange County, FL",5,3,413,20452.41918352241,.39127216,.30200705,.31535569,28,32,38,.65216261,.23749721,.11034016,0,.22923745,.26972434,.44687921,.036419131,.017739892,.027010061,.33940014,.66059989,0,0,0,.1374203,.37504181,.3265484,.46359882,.60531062,.18857525,.45777026,28703.04286767085
12095c,"Orange County, FL",6,1,591,24307.77887005785,.29293382,.23014721,.42411247,44,52,58,0,.25774536,.34287754,.39937711,.34529027,.21603651,.33525735,.074362047,.029053804,.0022742331,.34173796,.65826207,0,0,0,.14137402,.32607338,.28366721,.46557555,.024698475,.0050767893,.35770783,38365.63510640544
12099c,"Palm Beach County, FL",ALL,,3188,105043.4830220277,.33523345,.25808573,.35170376,36,47,57,.221067,.21552475,.24783827,.31557,.48643881,.22234911,.24950157,.026127225,.015583296,.019620877,.20104605,.31461787,.1829661,.067030132,.23433985,.12939404,.37699378,.25004891,.47902548,.24727729,.10476845,.27737975,41004.34695381551
12099c,"Palm Beach County, FL",1,6,763,20814.87270262759,.25797915,.24484524,.37141433,45,54,59,0,.2464513,.25489083,.49865785,.70558411,.064249717,.17106616,.036548067,.022551963,.0017014696,0,0,0,0,1,.10914918,.28568265,.14504881,.63378,.21037592,.055868924,.11718601,60476.3563914128
12099c,"Palm Beach County, FL",2,1,697,25977.113482987,.37685001,.24961425,.33652782,39,45,50,0,.47846919,.52153081,0,.32528648,.33113343,.32119468,.011130172,.011255252,.0008093791,.41423658,.58576345,0,0,0,.13487299,.48437554,.38229656,.44076556,.32030648,.12672596,.33565721,36345.8832
12099c,"Palm Beach County, FL",3,2,453,14729.12884019607,.21484616,.14729346,.29510412,57,58,60,0,0,0,1,.50335526,.24265303,.21669374,.029598456,.0076995222,.0020202561,.3267267,.67327327,0,0,0,.19381312,.44831216,.32573798,.51911509,.051161215,.033740945,.3261483,41004.34695381551
12099c,"Palm Beach County, FL",4,4,677,19629.03994752541,.30240062,.27963191,.33358818,45,52,58,0,.24787351,.34253228,.40959424,.62516981,.15940513,.16927275,.024208272,.021944037,.042621534,0,0,.73290026,.26709971,0,.16767734,.28439966,.11007901,.55051392,.22411577,.097654976,.21214269,48060.672
12099c,"Palm Beach County, FL",5,5,172,6631.435446427339,.5716269,.39395112,.38708603,27,30,32,.89871264,.032398701,.068888687,0,.42448798,.26216659,.25898349,.041066058,.013295877,.12341006,0,0,.72884184,.27115816,0,.038277023,.27742147,.19806781,.29292572,.29300269,.17760767,.38317701,45056.88
12099c,"Palm Beach County, FL",6,3,332,13460.89121603488,.42838106,.28030947,.41640022,27,30,32,1,0,0,0,.26651955,.33086988,.37210396,.020807253,.0096993577,.017117526,.41197178,.58802825,0,0,0,.095920689,.42725372,.32695329,.28859991,.3981415,.20358589,.44313076,30037.92
12099c,"Palm Beach County, FL",7,7,94,3801.001386229327,.36763537,.39080617,.36951524,26,28,32,1,0,0,0,.49264827,.13725413,.27977556,.060790826,.029531203,.023526615,0,0,0,0,1,.032993954,.34068808,.16909669,.3675707,.21577932,.057425346,.13268371,63556.73777841404
12103c,"Pinellas County, FL",ALL,,2194,74013.76024363008,.30061886,.27359611,.41743633,35,48,57,.23055346,.19527103,.2624819,.31169361,.71613848,.11938861,.1011147,.04257388,.020784356,.014145351,.16194275,.34410572,.20535944,.084083214,.20450889,.16506143,.16386884,.090853333,.43522507,.20619425,.095952563,.33303684,36934.66551864932
12103c,"Pinellas County, FL",1,4,529,16184.33147967334,.29656816,.2863774,.42261583,46,54,59,0,.21807504,.31330502,.46861994,.76732832,.086592607,.1061062,.0195581,.02041476,.022866163,0,0,.7153396,.2846604,0,.16997492,.12341136,.041520417,.47923556,.094239056,.048874039,.25843838,40384.87905937415
