FIPS_final,Name_final,stpuma,cbsa,metro_name,pct_supercluster1,pct_supercluster2,pct_supercluster3,pct_supercluster4,pct_supercluster5,pct_supercluster6,pct_supercluster7,pct_cluster1,pct_cluster2,pct_cluster3,pct_cluster4,pct_cluster5,pct_cluster6,pct_cluster7,pct_cluster8,pct_cluster9
39035c,"Cuyahoga County, OH",3900907,17460,"Cleveland-Elyria, OH",.087087087,.093181819,,.078754582,.084821425,.05839416,.0125,.093181819,.087087087,.05839416,.0125,.078754582,.084821425,,,
39035c,"Cuyahoga County, OH",3900908,17460,"Cleveland-Elyria, OH",.21621622,.18181819,,.1923077,.24107143,.065693431,.1125,.18181819,.21621622,.065693431,.1125,.1923077,.24107143,,,
39035c,"Cuyahoga County, OH",3900909,17460,"Cleveland-Elyria, OH",.088088088,.10909091,,.10989011,.125,.12652068,.175,.10909091,.088088088,.12652068,.175,.10989011,.125,,,
39035c,"Cuyahoga County, OH",3900910,17460,"Cleveland-Elyria, OH",.035035037,.047727272,,.075091578,.053571429,.26034063,.1375,.047727272,.035035037,.26034063,.1375,.075091578,.053571429,,,
39049c,"Franklin County, OH",3904101,18140,"Columbus, OH",.029561672,,,.069832399,.048387095,.096885815,.053763442,.053763442,.048387095,.069832399,.096885815,.039660055,.023885351,,,
39049c,"Franklin County, OH",3904102,18140,"Columbus, OH",.050968401,,,.081005588,.072580643,.10726643,.086021505,.086021505,.072580643,.081005588,.10726643,.042492919,.055732485,,,
39049c,"Franklin County, OH",3904103,18140,"Columbus, OH",.031600408,,,.055865921,.048387095,.16262975,.13978495,.13978495,.048387095,.055865921,.16262975,.031161472,.031847134,,,
39049c,"Franklin County, OH",3904104,18140,"Columbus, OH",.03058104,,,.083798885,.056451611,.19031142,.15053764,.15053764,.056451611,.083798885,.19031142,.036827195,.027070064,,,
39049c,"Franklin County, OH",3904105,18140,"Columbus, OH",.042813454,,,.047486033,.080645159,.072664358,.15053764,.15053764,.080645159,.047486033,.072664358,.048158642,.039808918,,,
39049c,"Franklin County, OH",3904106,18140,"Columbus, OH",.18552497,,,.15083799,.12096774,.089965396,.10752688,.10752688,.12096774,.15083799,.089965396,.19263457,.18152866,,,
39049c,"Franklin County, OH",3904107,18140,"Columbus, OH",.16615698,,,.16201118,.15322581,.08650519,.096774191,.096774191,.15322581,.16201118,.08650519,.18413597,.15605095,,,
39049c,"Franklin County, OH",3904108,18140,"Columbus, OH",.096839957,,,.075418994,.11290322,.048442908,.032258064,.032258064,.11290322,.075418994,.048442908,.11048159,.089171976,,,
39049c,"Franklin County, OH",3904109,18140,"Columbus, OH",.12232416,,,.078212291,.12096774,.034602076,.07526882,.07526882,.12096774,.078212291,.034602076,.10764872,.13057324,,,
39049c,"Franklin County, OH",3904110,18140,"Columbus, OH",.16921508,,,.12290503,.14516129,.05882353,.053763442,.053763442,.14516129,.12290503,.05882353,.13597734,.18789808,,,
39049c,"Franklin County, OH",3904111,18140,"Columbus, OH",.074413866,,,.072625697,.040322579,.051903114,.053763442,.053763442,.040322579,.072625697,.051903114,.070821531,.076433122,,,
39061c,"Hamilton County, OH",3905501,17140,"Cincinnati, OH-KY-IN",.12737642,.1871345,,.18103448,.12544803,.085561499,.11510792,.11510792,.085561499,,.18103448,.1871345,.12737642,.12544803,,
39061c,"Hamilton County, OH",3905502,17140,"Cincinnati, OH-KY-IN",.13498099,.15789473,,.12068965,.12544803,.090909094,.1438849,.1438849,.090909094,,.12068965,.15789473,.13498099,.12544803,,
39061c,"Hamilton County, OH",3905503,17140,"Cincinnati, OH-KY-IN",.26235741,.15204678,,.11206897,.16845877,.085561499,.050359711,.050359711,.085561499,,.11206897,.15204678,.26235741,.16845877,,
39061c,"Hamilton County, OH",3905504,17140,"Cincinnati, OH-KY-IN",.24524716,.16959064,,.1724138,.29390681,.10160428,.16546762,.16546762,.10160428,,.1724138,.16959064,.24524716,.29390681,,
39061c,"Hamilton County, OH",3905505,17140,"Cincinnati, OH-KY-IN",.077946767,.10526316,,.12931034,.11469534,.13368984,.18705036,.18705036,.13368984,,.12931034,.10526316,.077946767,.11469534,,
39061c,"Hamilton County, OH",3905506,17140,"Cincinnati, OH-KY-IN",.121673,.14619882,,.11206897,.082437277,.17647059,.12230216,.12230216,.17647059,,.11206897,.14619882,.121673,.082437277,,
39061c,"Hamilton County, OH",3905507,17140,"Cincinnati, OH-KY-IN",.030418251,.081871346,,.1724138,.089605734,.3262032,.21582733,.21582733,.3262032,,.1724138,.081871346,.030418251,.089605734,,
39113c,"Montgomery County, OH",3904601,19380,"Dayton, OH",.18584071,.21212122,,.16666667,.13157895,.1,.15384616,.21212122,.18584071,.15384616,.13157895,.16666667,.1,,,
39113c,"Montgomery County, OH",3904602,19380,"Dayton, OH",.15339233,.22727273,,.23170732,.18421052,.16,.23076923,.22727273,.15339233,.23076923,.18421052,.23170732,.16,,,
39113c,"Montgomery County, OH",3904603,19380,"Dayton, OH",.50737464,.42424244,,.39430895,.56578946,.22,.38461539,.42424244,.50737464,.38461539,.56578946,.39430895,.22,,,
39113c,"Montgomery County, OH",3904604,19380,"Dayton, OH",.15339233,.13636364,,.20731707,.11842106,.51999998,.23076923,.13636364,.15339233,.23076923,.11842106,.20731707,.51999998,,,
39153c,"Summit County, OH",3901801,10420,"Akron, OH",.11734694,,.09375,.21126761,.10429448,.36477986,.10810811,.11734694,.09375,.36477986,.10810811,.10429448,.21126761,,,
39153c,"Summit County, OH",3901802,10420,"Akron, OH",.12244898,,.09375,.1971831,.17791411,.18238993,.35135135,.12244898,.09375,.18238993,.35135135,.17791411,.1971831,,,
39153c,"Summit County, OH",3901803,10420,"Akron, OH",.28826532,,.3125,.18309858,.2576687,.088050313,.16216215,.28826532,.3125,.088050313,.16216215,.2576687,.18309858,,,
39153c,"Summit County, OH",3901804,10420,"Akron, OH",.28061223,,.2421875,.25352111,.28834355,.18867925,.16216215,.28061223,.2421875,.18867925,.16216215,.28834355,.25352111,,,
39153c,"Summit County, OH",3901805,10420,"Akron, OH",.19132653,,.2578125,.15492958,.17177914,.17610063,.21621622,.19132653,.2578125,.17610063,.21621622,.17177914,.15492958,,,
40109c,"Oklahoma County, OK",4001001,36420,"Oklahoma City, OK",.20843673,,.28048781,.13690476,.1744186,.060869563,.11111111,.28048781,.20843673,.13690476,.1744186,.060869563,.11111111,,,
40109c,"Oklahoma County, OK",4001002,36420,"Oklahoma City, OK",.12406948,,.091463417,.19642857,.22093023,.2521739,.26666668,.091463417,.12406948,.19642857,.22093023,.2521739,.26666668,,,
40109c,"Oklahoma County, OK",4001003,36420,"Oklahoma City, OK",.059553351,,.073170729,.11904762,.13953489,.35652173,.17777778,.073170729,.059553351,.11904762,.13953489,.35652173,.17777778,,,
40109c,"Oklahoma County, OK",4001004,36420,"Oklahoma City, OK",.191067,,.18292683,.19047619,.23255815,.12173913,.088888891,.18292683,.191067,.19047619,.23255815,.12173913,.088888891,,,
40109c,"Oklahoma County, OK",4001005,36420,"Oklahoma City, OK",.29032257,,.23170732,.16666667,.11627907,.069565214,.13333334,.23170732,.29032257,.16666667,.11627907,.069565214,.13333334,,,
40109c,"Oklahoma County, OK",4001006,36420,"Oklahoma City, OK",.12655087,,.1402439,.19047619,.11627907,.13913043,.22222222,.1402439,.12655087,.19047619,.11627907,.13913043,.22222222,,,
4013a,"Phoenix, AZ",0400113,38060,"Phoenix-Mesa-Scottsdale, AZ",.020440252,.043927647,.021885522,.10211267,.048951048,.19337016,.14242424,.021885522,.032786883,.043927647,.0066555738,.10211267,.056872036,.026666667,.19337016,.14242424
4013a,"Phoenix, AZ",0400114,38060,"Phoenix-Mesa-Scottsdale, AZ",.045597482,.056847546,.037037037,.07394366,.059440561,.10497238,.11212121,.037037037,.065573767,.056847546,.023294508,.07394366,.07109005,.026666667,.10497238,.11212121
4013a,"Phoenix, AZ",0400115,38060,"Phoenix-Mesa-Scottsdale, AZ",.048742138,.08010336,.052188553,.082746476,.083916083,.077348068,.084848486,.052188553,.05961252,.08010336,.036605656,.082746476,.090047397,.06666667,.077348068,.084848486
4013a,"Phoenix, AZ",0400116,38060,"Phoenix-Mesa-Scottsdale, AZ",.059748426,.051679585,.060606062,.093309857,.07692308,.099447511,.090909094,.060606062,.077496275,.051679585,.039933443,.093309857,.094786733,.026666667,.099447511,.090909094
4013a,"Phoenix, AZ",0400117,38060,"Phoenix-Mesa-Scottsdale, AZ",.053459119,.069767445,.047138046,.079225354,.094405591,.15469614,.11818182,.047138046,.062593147,.069767445,.04326123,.079225354,.1042654,.06666667,.15469614,.11818182
4013a,"Phoenix, AZ",0400118,38060,"Phoenix-Mesa-Scottsdale, AZ",.1360063,.13436693,.11111111,.077464789,.097902097,.049723756,.087878786,.11111111,.12816691,.13436693,.14475873,.077464789,.07109005,.17333333,.049723756,.087878786
4013a,"Phoenix, AZ",0400119,38060,"Phoenix-Mesa-Scottsdale, AZ",.11163522,.095607236,.10774411,.049295776,.073426574,.033149172,.036363635,.10774411,.086438149,.095607236,.13976705,.049295776,.094786733,.013333334,.033149172,.036363635
4013a,"Phoenix, AZ",0400120,38060,"Phoenix-Mesa-Scottsdale, AZ",.022798741,.04134367,.030303031,.077464789,.045454547,.11049724,.075757578,.030303031,.032786883,.04134367,.011647254,.077464789,.047393367,.039999999,.11049724,.075757578
4013a,"Phoenix, AZ",0400121,38060,"Phoenix-Mesa-Scottsdale, AZ",.12814465,.10594315,.12457912,.061619718,.12587413,.044198897,.048484847,.12457912,.11177348,.10594315,.14642262,.061619718,.094786733,.21333334,.044198897,.048484847
4013a,"Phoenix, AZ",0400122,38060,"Phoenix-Mesa-Scottsdale, AZ",.15487422,.085271321,.15488215,.047535211,.069930069,.022099448,.024242423,.15488215,.11624441,.085271321,.19800332,.047535211,.04265403,.14666666,.022099448,.024242423
4013a,"Phoenix, AZ",0400123,38060,"Phoenix-Mesa-Scottsdale, AZ",.12106919,.095607236,.13636364,.051056337,.097902097,.0055248621,.036363635,.13636364,.095380031,.095607236,.14975041,.051056337,.094786733,.10666667,.0055248621,.036363635
4013a,"Phoenix, AZ",0400125,38060,"Phoenix-Mesa-Scottsdale, AZ",.070754714,.082687341,.084175088,.096830986,.062937066,.027624309,.054545455,.084175088,.086438149,.082687341,.053244591,.096830986,.0521327,.093333334,.027624309,.054545455
4013a,"Phoenix, AZ",0400128,38060,"Phoenix-Mesa-Scottsdale, AZ",.02672956,.056847546,.031986531,.10739437,.062937066,.077348068,.087878786,.031986531,.044709388,.056847546,.0066555738,.10739437,.08530806,,.077348068,.087878786
4013b,"Maricopa County (excluding Phoenix), AZ",0400100,38060,"Phoenix-Mesa-Scottsdale, AZ",.023228113,.01754386,,.035982009,.04628633,.057366364,.052777778,.04628633,.035982009,.023228113,.01754386,.057366364,.052777778,,,
4013b,"Maricopa County (excluding Phoenix), AZ",0400101,38060,"Phoenix-Mesa-Scottsdale, AZ",.066110782,.077192985,,.071964018,.061356299,.050847456,.047222223,.061356299,.071964018,.066110782,.077192985,.050847456,.047222223,,,
4013b,"Maricopa County (excluding Phoenix), AZ",0400102,38060,"Phoenix-Mesa-Scottsdale, AZ",.062537223,.056140352,,.061469264,.067814857,.058670145,.047222223,.067814857,.061469264,.062537223,.056140352,.058670145,.047222223,,,
4013b,"Maricopa County (excluding Phoenix), AZ",0400103,38060,"Phoenix-Mesa-Scottsdale, AZ",.082787372,.028070176,,.047976013,.053821314,.020860495,.041666668,.053821314,.047976013,.082787372,.028070176,.020860495,.041666668,,,
4013b,"Maricopa County (excluding Phoenix), AZ",0400104,38060,"Phoenix-Mesa-Scottsdale, AZ",.041691482,.031578947,,.040479761,.045209903,.023468057,.022222223,.045209903,.040479761,.041691482,.031578947,.023468057,.022222223,,,
4013b,"Maricopa County (excluding Phoenix), AZ",0400105,38060,"Phoenix-Mesa-Scottsdale, AZ",.037522335,.056140352,,.064467765,.068891279,.058670145,.094444446,.068891279,.064467765,.037522335,.056140352,.058670145,.094444446,,,
4013b,"Maricopa County (excluding Phoenix), AZ",0400106,38060,"Phoenix-Mesa-Scottsdale, AZ",.05479452,.043859649,,.047976013,.050592035,.023468057,.041666668,.050592035,.047976013,.05479452,.043859649,.023468057,.041666668,,,
4013b,"Maricopa County (excluding Phoenix), AZ",0400107,38060,"Phoenix-Mesa-Scottsdale, AZ",.014294223,.040350877,,.047976013,.023681378,.054758802,.041666668,.023681378,.047976013,.014294223,.040350877,.054758802,.041666668,,,
4013b,"Maricopa County (excluding Phoenix), AZ",0400108,38060,"Phoenix-Mesa-Scottsdale, AZ",.023823705,.028070176,,.034482758,.032292787,.050847456,.072222225,.032292787,.034482758,.023823705,.028070176,.050847456,.072222225,,,
4013b,"Maricopa County (excluding Phoenix), AZ",0400109,38060,"Phoenix-Mesa-Scottsdale, AZ",.029779632,.0087719299,,.017991005,.025834231,.022164276,.058333334,.025834231,.017991005,.029779632,.0087719299,.022164276,.058333334,,,
4013b,"Maricopa County (excluding Phoenix), AZ",0400110,38060,"Phoenix-Mesa-Scottsdale, AZ",.029184038,.028070176,,.059970014,.037674919,.10169491,.050000001,.037674919,.059970014,.029184038,.028070176,.10169491,.050000001,,,
4013b,"Maricopa County (excluding Phoenix), AZ",0400111,38060,"Phoenix-Mesa-Scottsdale, AZ",.022036927,.042105265,,.03748126,.033369213,.07692308,.050000001,.033369213,.03748126,.022036927,.042105265,.07692308,.050000001,,,
4013b,"Maricopa County (excluding Phoenix), AZ",0400112,38060,"Phoenix-Mesa-Scottsdale, AZ",.020845741,.040350877,,.065967016,.044133477,.1029987,.055555556,.044133477,.065967016,.020845741,.040350877,.1029987,.055555556,,,
4013b,"Maricopa County (excluding Phoenix), AZ",0400124,38060,"Phoenix-Mesa-Scottsdale, AZ",.11494938,.070175439,,.034482758,.045209903,.018252933,.030555556,.045209903,.034482758,.11494938,.070175439,.018252933,.030555556,,,
4013b,"Maricopa County (excluding Phoenix), AZ",0400126,38060,"Phoenix-Mesa-Scottsdale, AZ",.048243001,.052631579,,.062968515,.055974167,.05215124,.077777781,.055974167,.062968515,.048243001,.052631579,.05215124,.077777781,,,
4013b,"Maricopa County (excluding Phoenix), AZ",0400127,38060,"Phoenix-Mesa-Scottsdale, AZ",.051220965,.045614034,,.026986506,.040904198,.022164276,.041666668,.040904198,.026986506,.051220965,.045614034,.022164276,.041666668,,,
4013b,"Maricopa County (excluding Phoenix), AZ",0400129,38060,"Phoenix-Mesa-Scottsdale, AZ",.021441335,.03508772,,.032983508,.04628633,.04172099,.03888889,.04628633,.032983508,.021441335,.03508772,.04172099,.03888889,,,
4013b,"Maricopa County (excluding Phoenix), AZ",0400130,38060,"Phoenix-Mesa-Scottsdale, AZ",.055390112,.057894737,,.032983508,.02906351,.031290743,.011111111,.02906351,.032983508,.055390112,.057894737,.031290743,.011111111,,,
4013b,"Maricopa County (excluding Phoenix), AZ",0400131,38060,"Phoenix-Mesa-Scottsdale, AZ",.030970816,.043859649,,.03748126,.030139936,.031290743,.027777778,.030139936,.03748126,.030970816,.043859649,.031290743,.027777778,,,
4013b,"Maricopa County (excluding Phoenix), AZ",0400132,38060,"Phoenix-Mesa-Scottsdale, AZ",.030970816,.03508772,,.035982009,.043057051,.039113428,.025,.043057051,.035982009,.030970816,.03508772,.039113428,.025,,,
4013b,"Maricopa County (excluding Phoenix), AZ",0400133,38060,"Phoenix-Mesa-Scottsdale, AZ",.059559263,.061403509,,.03898051,.047362756,.019556714,.033333335,.047362756,.03898051,.059559263,.061403509,.019556714,.033333335,,,
4013b,"Maricopa County (excluding Phoenix), AZ",0400134,38060,"Phoenix-Mesa-Scottsdale, AZ",.078618228,.1,,.062968515,.071044132,.04172099,.03888889,.071044132,.062968515,.078618228,.1,.04172099,.03888889,,,
40143c,"Tulsa County, OK",4001201,46140,"Tulsa, OK",.19008264,,.26694915,.36752138,.264,.45945945,.375,.19008264,.26694915,.45945945,.375,.264,.36752138,,,
40143c,"Tulsa County, OK",4001202,46140,"Tulsa, OK",.20867768,,.21186441,.25641027,.252,.31531531,.30681819,.20867768,.21186441,.31531531,.30681819,.252,.25641027,,,
40143c,"Tulsa County, OK",4001203,46140,"Tulsa, OK",.30578512,,.30084747,.12820514,.23999999,.072072074,.19318181,.30578512,.30084747,.072072074,.19318181,.23999999,.12820514,,,
40143c,"Tulsa County, OK",4001204,46140,"Tulsa, OK",.29545453,,.22033899,.24786325,.244,.15315315,.125,.29545453,.22033899,.15315315,.125,.244,.24786325,,,
4019c,"Pima County, AZ",0400201,46060,"Tucson, AZ",.20187794,,,.15594542,.14857143,.046783626,.10294118,.22629969,.16301703,.14857143,.15594542,.046783626,.10294118,,,
4019c,"Pima County, AZ",0400202,46060,"Tucson, AZ",.10328639,,,.09551657,.10285714,.14619882,.14705883,.096330278,.11435523,.10285714,.09551657,.14619882,.14705883,,,
4019c,"Pima County, AZ",0400203,46060,"Tucson, AZ",.070422538,,,.12475634,.085714288,.14619882,.10294118,.06269113,.082725063,.085714288,.12475634,.14619882,.10294118,,,
4019c,"Pima County, AZ",0400204,46060,"Tucson, AZ",.061032865,,,.097465888,.057142857,.23684211,.20588236,.059633028,.063260339,.057142857,.097465888,.23684211,.20588236,,,
4019c,"Pima County, AZ",0400205,46060,"Tucson, AZ",.075117372,,,.12475634,.10857143,.10526316,.029411765,.064220183,.092457421,.10857143,.12475634,.10526316,.029411765,,,
4019c,"Pima County, AZ",0400206,46060,"Tucson, AZ",.06666667,,,.091617934,.085714288,.1491228,.10294118,.074923545,.053527981,.085714288,.091617934,.1491228,.10294118,,,
4019c,"Pima County, AZ",0400207,46060,"Tucson, AZ",.086384974,,,.10331384,.14857143,.076023392,.10294118,.090214066,.080291972,.14857143,.10331384,.076023392,.10294118,,,
4019c,"Pima County, AZ",0400208,46060,"Tucson, AZ",.22253521,,,.089668617,.14857143,.02631579,.05882353,.20489296,.25060827,.14857143,.089668617,.02631579,.05882353,,,
4019c,"Pima County, AZ",0400209,46060,"Tucson, AZ",.11267605,,,.11695907,.11428571,.067251459,.14705883,.12079511,.099756688,.11428571,.11695907,.067251459,.14705883,,,
41051a,"Portland, OR",4101301,38900,"Portland-Vancouver-Hillsboro, OR-WA",.17391305,,.21666667,.17589577,.17741935,.17355372,.21568628,.21568628,.17355372,.17391305,.17589577,.17741935,.21666667,,,
41051a,"Portland, OR",4101302,38900,"Portland-Vancouver-Hillsboro, OR-WA",.28985506,,.30833334,.24429968,.26612905,.041322313,.071895428,.071895428,.041322313,.28985506,.24429968,.26612905,.30833334,,,
41051a,"Portland, OR",4101303,38900,"Portland-Vancouver-Hillsboro, OR-WA",.26376811,,.26666668,.17263843,.19354838,.10330579,.18954249,.18954249,.10330579,.26376811,.17263843,.19354838,.26666668,,,
41051a,"Portland, OR",4101305,38900,"Portland-Vancouver-Hillsboro, OR-WA",.11884058,,.091666669,.18241042,.16129032,.27272728,.23529412,.23529412,.27272728,.11884058,.18241042,.16129032,.091666669,,,
41051a,"Portland, OR",4101314,38900,"Portland-Vancouver-Hillsboro, OR-WA",.15362319,,.11666667,.2247557,.2016129,.40909091,.28758171,.28758171,.40909091,.15362319,.2247557,.2016129,.11666667,,,
41067c,"Washington County, OR",4101320,38900,"Portland-Vancouver-Hillsboro, OR-WA",.21481481,.19607843,,.26130652,.20772947,,.13793103,.21481481,.15584415,,.20772947,.26130652,.19607843,,,
41067c,"Washington County, OR",4101321,38900,"Portland-Vancouver-Hillsboro, OR-WA",.21481481,.2254902,,.28643215,.17874396,,.20689656,.21481481,.19480519,.30000001,.17874396,.28643215,.2254902,,,
41067c,"Washington County, OR",4101322,38900,"Portland-Vancouver-Hillsboro, OR-WA",.2074074,.2647059,,.080402009,.2173913,,.21264368,.2074074,.22077923,.15000001,.2173913,.080402009,.2647059,,,
41067c,"Washington County, OR",4101323,38900,"Portland-Vancouver-Hillsboro, OR-WA",.2,.21568628,,.1758794,.20289855,,.27011493,.2,.25324675,.40000001,.20289855,.1758794,.21568628,,,
41067c,"Washington County, OR",4101324,38900,"Portland-Vancouver-Hillsboro, OR-WA",.16296296,.098039217,,.19597989,.19323671,,.1724138,.16296296,.17532468,.15000001,.19323671,.19597989,.098039217,,,
42003c,"Allegheny County, PA",4201701,38300,"Pittsburgh, PA",.16313213,,.1744186,.14854111,.18867925,.16143498,.19926199,.16313213,.14854111,.19926199,.16143498,.1744186,,.18867925,,
42003c,"Allegheny County, PA",4201702,38300,"Pittsburgh, PA",.13376835,,.18023255,.12201592,.12264151,.040358745,.11070111,.13376835,.12201592,.11070111,.040358745,.18023255,,.12264151,,
42003c,"Allegheny County, PA",4201801,38300,"Pittsburgh, PA",.071778141,,.058139537,.092838198,.028301887,.085201792,.059040591,.071778141,.092838198,.059040591,.085201792,.058139537,,.028301887,,
42003c,"Allegheny County, PA",4201802,38300,"Pittsburgh, PA",.10929853,,.063953489,.11140583,.10377359,.18834081,.18081181,.10929853,.11140583,.18081181,.18834081,.063953489,,.10377359,,
42003c,"Allegheny County, PA",4201803,38300,"Pittsburgh, PA",.083197393,,.075581394,.071618035,.11320755,.13004485,.092250921,.083197393,.071618035,.092250921,.13004485,.075581394,,.11320755,,
42003c,"Allegheny County, PA",4201804,38300,"Pittsburgh, PA",.11908646,,.20348836,.16180371,.1981132,.13452914,.12177122,.11908646,.16180371,.12177122,.13452914,.20348836,,.1981132,,
42003c,"Allegheny County, PA",4201805,38300,"Pittsburgh, PA",.16965742,,.15116279,.10079575,.12264151,.026905829,.040590405,.16965742,.10079575,.040590405,.026905829,.15116279,,.12264151,,
42003c,"Allegheny County, PA",4201806,38300,"Pittsburgh, PA",.084828712,,.040697675,.10079575,.084905662,.12107623,.10332103,.084828712,.10079575,.10332103,.12107623,.040697675,,.084905662,,
42003c,"Allegheny County, PA",4201807,38300,"Pittsburgh, PA",.065252855,,.05232558,.090185679,.03773585,.11210762,.092250921,.065252855,.090185679,.092250921,.11210762,.05232558,,.03773585,,
42017c,"Bucks County, PA",4203001,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",.21081081,.17985612,.15000001,.25786164,.21428572,.12844037,.24444444,.17985612,.21081081,.15000001,.24444444,.21428572,.25786164,.12844037,,
42017c,"Bucks County, PA",4203002,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",.15675676,.1294964,.13333334,.25786164,.19047619,.32568806,.26666668,.1294964,.15675676,.13333334,.26666668,.19047619,.25786164,.32568806,,
42017c,"Bucks County, PA",4203003,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",.25405404,.29496402,.25,.20754717,.16666667,.30275229,.37777779,.29496402,.25405404,.25,.37777779,.16666667,.20754717,.30275229,,
42017c,"Bucks County, PA",4203004,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",.37837839,.39568347,.46666667,.27672955,.42857143,.24311927,.11111111,.39568347,.37837839,.46666667,.11111111,.42857143,.27672955,.24311927,,
42045c,"Delaware County, PA",4203301,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",.12539186,.17924528,,,.19597989,.52747256,.33684212,.19597989,.33684212,.52747256,.17924528,.11698113,.16666667,,,
42045c,"Delaware County, PA",4203302,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",.31974921,.29245284,,,.32663316,.1978022,.25263157,.32663316,.25263157,.1978022,.29245284,.31320754,.35185185,,,
42045c,"Delaware County, PA",4203303,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",.43260187,.3018868,,,.32663316,.054945055,.21052632,.32663316,.21052632,.054945055,.3018868,.44528303,.37037036,,,
42045c,"Delaware County, PA",4203304,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",.12225705,.2264151,,,.15075377,.21978022,.2,.15075377,.2,.21978022,.2264151,.1245283,.11111111,,,
42071c,"Lancaster County, PA",4203501,29540,"Lancaster, PA",.24561404,.15384616,,,.27272728,.23809524,.10526316,.23809524,.10526316,.15384616,.19565217,.29251701,.27272728,,,
42071c,"Lancaster County, PA",4203502,29540,"Lancaster, PA",.14385965,.17307693,,,.15909091,.17460318,.2631579,.17460318,.2631579,.17307693,.10144927,.18367347,.15909091,,,
42071c,"Lancaster County, PA",4203503,29540,"Lancaster, PA",.45964912,.44871795,,,.38636363,.26984128,.36842105,.26984128,.36842105,.44871795,.5869565,.34013605,.38636363,,,
42071c,"Lancaster County, PA",4203504,29540,"Lancaster, PA",.15087719,.22435898,,,.18181819,.31746033,.2631579,.31746033,.2631579,.22435898,.11594203,.18367347,.18181819,,,
42091c,"Montgomery County, PA",4203101,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",.16872428,.21383648,,.13953489,.15000001,.11111111,.044117648,.11111111,.044117648,.13953489,.15000001,.21383648,.16872428,,,
42091c,"Montgomery County, PA",4203102,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",.16460906,.20125785,,.19767442,.1375,.12962963,.11764706,.12962963,.11764706,.19767442,.1375,.20125785,.16460906,,,
42091c,"Montgomery County, PA",4203103,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",.13580246,.11949685,,.15116279,.1375,.2345679,.25,.2345679,.25,.15116279,.1375,.11949685,.13580246,,,
42091c,"Montgomery County, PA",4203104,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",.24691358,.13207547,,.093023255,.16249999,.12962963,.19117647,.12962963,.19117647,.093023255,.16249999,.13207547,.24691358,,,
42091c,"Montgomery County, PA",4203105,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",.12345679,.1509434,,.15116279,.1375,.16049382,.16176471,.16049382,.16176471,.15116279,.1375,.1509434,.12345679,,,
42091c,"Montgomery County, PA",4203106,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",.16049382,.18238993,,.26744187,.27500001,.2345679,.23529412,.2345679,.23529412,.26744187,.27500001,.18238993,.16049382,,,
42101a,"Philadelphia, PA",4203201,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",.089219332,.075657897,.05399568,.10509554,.066225164,.068965517,.0661157,.10509554,.072289154,.075657897,.30000001,.05399568,.066225164,.0661157,.068965517,
42101a,"Philadelphia, PA",4203202,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",.085501857,.098684214,.097192228,.050955415,.086092718,.080459774,.0661157,.050955415,.081659973,.098684214,.13333334,.097192228,.086092718,.0661157,.080459774,
42101a,"Philadelphia, PA",4203203,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",.080545232,.082236841,.095032394,.082802549,.14569536,.045977011,.05785124,.082802549,.072289154,.082236841,.18333334,.095032394,.14569536,.05785124,.045977011,
42101a,"Philadelphia, PA",4203204,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",.10780669,.13815789,.1187905,.14012739,.066225164,.057471264,.049586777,.14012739,.11378849,.13815789,.033333335,.1187905,.066225164,.049586777,.057471264,
42101a,"Philadelphia, PA",4203205,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",.16232961,.12828948,.14686824,.10828026,.11258278,.045977011,.049586777,.10828026,.16733602,.12828948,.1,.14686824,.11258278,.049586777,.045977011,
42101a,"Philadelphia, PA",4203206,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",.068153657,.072368421,.079913609,.089171976,.1192053,.24137931,.11570248,.089171976,.06827309,.072368421,.06666667,.079913609,.1192053,.11570248,.24137931,
42101a,"Philadelphia, PA",4203207,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",.09045849,.098684214,.092872567,.085987262,.026490066,.011494253,.053719006,.085987262,.097724229,.098684214,,.092872567,.026490066,.053719006,.011494253,
